0,0.10764,0.32467,753.09,0.71898,0.066952,1164.5,2.534652545522111,30453.99864009624,4343.63844997766
0,-0.025266,-1.9125,-3130.6,1321.9890348527476,0.6044751702434088,4433.4,-0.7744795377186733,4819.856058794112,0.0
0,0.22948,1.0413,746.89,29.868,0.066496,1497.8,0.0,8512.161854967037,2946.5507415345046
0,0.082692,0.24226,983.82,0.43196,0.082286,1577.9,0.7299617859043196,4432.303370786517,550.8049953735832
0,0.03062,0.053646,2733.4,1.7096,0.17877,-792.21,0.0,1970.7206646931515,50.33099334557932
0,0.020036,0.034508,5111.9,0.20886,0.32008,2871.5,-2.7253443801157915,17233.825471131917,707.5321541261122
0,-0.010518,-0.018166,8664.2,-0.14242,0.90217,-13379.0,6.955029473283894,81138.94111225665,327.3533742331288
0,0.056406,0.49482,1546.9,0.37187,0.21889,151700.0,-0.4684608020423359,2132325.035491897,159345.96665930294
0,0.109,3.9161,72.094,3.39,0.007273,26643.0,1.2532110091743118,15854.210056530794,3856.651624335499
0,0.26624,15.805,23.094,0.0,0.6044751702434088,4780.4,0.0,2194.454645611458,1888.805330721398
0,0.38557,0.4131,856.75,0.0,2.5789,73.93,-0.8839899369764244,108.38904527328174,1054.4980060668838
0,0.12065,0.47348,971.62,4.0364,0.081122,549.95,0.0,2742.8927680798006,411.05061550823626
0,0.30306,0.34842,741.79,2.7071,0.065654,-8544.0,2.98541542928793,11148.661873507575,6063.470962907456
0,0.061709,0.11133,2222.6,0.64557,0.1461,52.08,2.417961723573547,9093.766369827134,801.5764539007093
0,0.037905,0.040036,2807.6,1.7391,0.20583,-1675.0,0.0,1799.9914030261348,73.9998878562317
0,0.23898,1.5685,370.71,21446.0,0.035553,12547.0,0.0,7547.52165543792,4573.170158898105
0,-0.031817,-0.22414,3926.7,-0.26132,0.29667,7246.8,-6.679133796398152,32056.976024064406,-1462.276993868909
0,0.38288,5.8782,56.889,2.7552,0.005269,6286.4,2.3777684914333475,2818.887045423972,3005.9674516608825
0,0.04221,0.12982,2268.6,0.26909,0.15873,-1911.6,1.6880833925610046,15079.277431568984,584.1818382240367
0,0.001259,0.030438,402.06,-0.067871,0.039555,7044.2,89.22954725972994,16561.339163962948,-134.5211472716468
0,0.022831,0.062333,2836.2,0.35745,0.21647,-12939.0,2.61368315010293,68092.8323334386,1544.899367727181
0,0.16598,0.52727,690.4,1.5352,0.058723,4170.2,1.9709603566694784,5746.293336272942,2402.1162450112784
0,0.15545,1.3034,303.91,149.64,0.032545,2015.1,3.1318752010292696,1447.421347507542,495.00788395504907
0,0.012379,0.042501,3974.7,1.0231,0.281,1494.2,0.0,6875.258822988083,125.5302774045681
0,0.092089,2.9018,594.57,15.826,0.050766,256.33,8.263310493109925,3096.895010269421,258.3212959185052
0,0.03817,0.061073,1969.6,11.465,0.17488,-1910.7,0.0,3472.926549975462,124.18633557164036
0,0.081696,0.16546,1673.7,0.54094,0.13457,-6069.5,2.628647669408539,28573.109876659448,3631.5649040574194
0,0.1135,0.68189,1334.5,3.7193,0.10383,8822.8,0.0,25164.86023958927,3738.497382382845
0,-0.23897,-1.3084,-1115.5,-127.92,-0.10269,1042.2,0.0,6041.038720148389,-2070.9673540661897
0,0.1283,0.70238,545.15,0.0,2.8175,7588.9,0.2219407638347622,15284.177878031096,3590.441293605724
0,0.021266,0.1601,902.46,0.29437,0.074618,13609.0,1.3337251951471834,8755.146680391148,419.5478633288485
0,0.15215,0.61498,510.35,0.25532,0.057436,16275.0,1.5963851462372658,4080.7883255604033,3164.2828059562585
0,0.000539,0.001198,6907.4,-555.28,-0.6063,1127.1,0.0,2146.1213298297725,-5.611696409714889
